Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Perioade, UM: Numar persoane, Valoare
11 ani, Feminin, Rural, Bacau, Anul 2021, Numar persoane, 2094
11 ani, Feminin, Rural, Bacau, Anul 2022, Numar persoane, 2165
11 ani, Feminin, Rural, Bacau, Anul 2023, Numar persoane, 2163
11 ani, Feminin, Rural, Botosani, Anul 2021, Numar persoane, 1443
11 ani, Feminin, Rural, Botosani, Anul 2022, Numar persoane, 1398
11 ani, Feminin, Rural, Botosani, Anul 2023, Numar persoane, 1408
11 ani, Feminin, Rural, Iasi, Anul 2021, Numar persoane, 2943
11 ani, Feminin, Rural, Iasi, Anul 2022, Numar persoane, 2932
11 ani, Feminin, Rural, Iasi, Anul 2023, Numar persoane, 2926
11 ani, Feminin, Rural, Neamt, Anul 2021, Numar persoane, 1636
11 ani, Feminin, Rural, Neamt, Anul 2022, Numar persoane, 1686
11 ani, Feminin, Rural, Neamt, Anul 2023, Numar persoane, 1661
11 ani, Feminin, Rural, Suceava, Anul 2021, Numar persoane, 2481
11 ani, Feminin, Rural, Suceava, Anul 2022, Numar persoane, 2593
11 ani, Feminin, Rural, Suceava, Anul 2023, Numar persoane, 2609
11 ani, Feminin, Rural, Vaslui, Anul 2021, Numar persoane, 1422
11 ani, Feminin, Rural, Vaslui, Anul 2022, Numar persoane, 1357
11 ani, Feminin, Rural, Vaslui, Anul 2023, Numar persoane, 1317
11 ani, Feminin, Rural, Braila, Anul 2021, Numar persoane, 611
11 ani, Feminin, Rural, Braila, Anul 2022, Numar persoane, 546
11 ani, Feminin, Rural, Braila, Anul 2023, Numar persoane, 537
11 ani, Feminin, Rural, Buzau, Anul 2021, Numar persoane, 1343
11 ani, Feminin, Rural, Buzau, Anul 2022, Numar persoane, 1263
11 ani, Feminin, Rural, Buzau, Anul 2023, Numar persoane, 1259
11 ani, Feminin, Rural, Constanta, Anul 2021, Numar persoane, 1476
11 ani, Feminin, Rural, Constanta, Anul 2022, Numar persoane, 1444
11 ani, Feminin, Rural, Constanta, Anul 2023, Numar persoane, 1436
11 ani, Feminin, Rural, Galati, Anul 2021, Numar persoane, 1382
11 ani, Feminin, Rural, Galati, Anul 2022, Numar persoane, 1351
11 ani, Feminin, Rural, Galati, Anul 2023, Numar persoane, 1280
11 ani, Feminin, Rural, Tulcea, Anul 2021, Numar persoane, 557
11 ani, Feminin, Rural, Tulcea, Anul 2022, Numar persoane, 560
11 ani, Feminin, Rural, Tulcea, Anul 2023, Numar persoane, 562
11 ani, Feminin, Rural, Vrancea, Anul 2021, Numar persoane, 1251
11 ani, Feminin, Rural, Vrancea, Anul 2022, Numar persoane, 1264
11 ani, Feminin, Rural, Vrancea, Anul 2023, Numar persoane, 1258
11 ani, Feminin, Rural, Arges, Anul 2021, Numar persoane, 1550
11 ani, Feminin, Rural, Arges, Anul 2022, Numar persoane, 1568
11 ani, Feminin, Rural, Arges, Anul 2023, Numar persoane, 1511
11 ani, Feminin, Rural, Calarasi, Anul 2021, Numar persoane, 1042
11 ani, Feminin, Rural, Calarasi, Anul 2022, Numar persoane, 988
11 ani, Feminin, Rural, Calarasi, Anul 2023, Numar persoane, 982
11 ani, Feminin, Rural, Dambovita, Anul 2021, Numar persoane, 1982
11 ani, Feminin, Rural, Dambovita, Anul 2022, Numar persoane, 1876
11 ani, Feminin, Rural, Dambovita, Anul 2023, Numar persoane, 1792
11 ani, Feminin, Rural, Giurgiu, Anul 2021, Numar persoane, 1006
11 ani, Feminin, Rural, Giurgiu, Anul 2022, Numar persoane, 976
11 ani, Feminin, Rural, Giurgiu, Anul 2023, Numar persoane, 952
11 ani, Feminin, Rural, Ialomita, Anul 2021, Numar persoane, 877
11 ani, Feminin, Rural, Ialomita, Anul 2022, Numar persoane, 857
11 ani, Feminin, Rural, Ialomita, Anul 2023, Numar persoane, 826
11 ani, Feminin, Rural, Prahova, Anul 2021, Numar persoane, 1990
11 ani, Feminin, Rural, Prahova, Anul 2022, Numar persoane, 1857
11 ani, Feminin, Rural, Prahova, Anul 2023, Numar persoane, 1758
11 ani, Feminin, Rural, Teleorman, Anul 2021, Numar persoane, 1034
11 ani, Feminin, Rural, Teleorman, Anul 2022, Numar persoane, 964
11 ani, Feminin, Rural, Teleorman, Anul 2023, Numar persoane, 903
11 ani, Feminin, Rural, Ilfov, Anul 2021, Numar persoane, 1795
11 ani, Feminin, Rural, Ilfov, Anul 2022, Numar persoane, 1768
11 ani, Feminin, Rural, Ilfov, Anul 2023, Numar persoane, 1788
11 ani, Feminin, Rural, Dolj, Anul 2021, Numar persoane, 1491
11 ani, Feminin, Rural, Dolj, Anul 2022, Numar persoane, 1506
11 ani, Feminin, Rural, Dolj, Anul 2023, Numar persoane, 1556
11 ani, Feminin, Rural, Gorj, Anul 2021, Numar persoane, 796
11 ani, Feminin, Rural, Gorj, Anul 2022, Numar persoane, 767
11 ani, Feminin, Rural, Gorj, Anul 2023, Numar persoane, 751
11 ani, Feminin, Rural, Mehedinti, Anul 2021, Numar persoane, 676
11 ani, Feminin, Rural, Mehedinti, Anul 2022, Numar persoane, 648
11 ani, Feminin, Rural, Mehedinti, Anul 2023, Numar persoane, 664
11 ani, Feminin, Rural, Olt, Anul 2021, Numar persoane, 1012
11 ani, Feminin, Rural, Olt, Anul 2022, Numar persoane, 947
11 ani, Feminin, Rural, Olt, Anul 2023, Numar persoane, 906
11 ani, Feminin, Rural, Valcea, Anul 2021, Numar persoane, 849
11 ani, Feminin, Rural, Valcea, Anul 2022, Numar persoane, 802
11 ani, Feminin, Rural, Valcea, Anul 2023, Numar persoane, 754
11 ani, Feminin, Rural, Arad, Anul 2021, Numar persoane, 991
11 ani, Feminin, Rural, Arad, Anul 2022, Numar persoane, 1031
11 ani, Feminin, Rural, Arad, Anul 2023, Numar persoane, 1047
11 ani, Feminin, Rural, Caras-Severin, Anul 2021, Numar persoane, 591
11 ani, Feminin, Rural, Caras-Severin, Anul 2022, Numar persoane, 529
11 ani, Feminin, Rural, Caras-Severin, Anul 2023, Numar persoane, 513
11 ani, Feminin, Rural, Hunedoara, Anul 2021, Numar persoane, 403
11 ani, Feminin, Rural, Hunedoara, Anul 2022, Numar persoane, 388
11 ani, Feminin, Rural, Hunedoara, Anul 2023, Numar persoane, 397
11 ani, Feminin, Rural, Timis, Anul 2021, Numar persoane, 1701
11 ani, Feminin, Rural, Timis, Anul 2022, Numar persoane, 1755
11 ani, Feminin, Rural, Timis, Anul 2023, Numar persoane, 1792
12 ani, Total, Total, Bihor, Anul 2021, Numar persoane, 6544
12 ani, Total, Total, Bihor, Anul 2022, Numar persoane, 6634
12 ani, Total, Total, Bihor, Anul 2023, Numar persoane, 6287
12 ani, Total, Total, Bistrita-Nasaud, Anul 2021, Numar persoane, 3566
12 ani, Total, Total, Bistrita-Nasaud, Anul 2022, Numar persoane, 3772
12 ani, Total, Total, Bistrita-Nasaud, Anul 2023, Numar persoane, 3622
12 ani, Total, Total, Cluj, Anul 2021, Numar persoane, 6899
12 ani, Total, Total, Cluj, Anul 2022, Numar persoane, 7171
12 ani, Total, Total, Cluj, Anul 2023, Numar persoane, 7092
12 ani, Total, Total, Maramures, Anul 2021, Numar persoane, 5319
12 ani, Total, Total, Maramures, Anul 2022, Numar persoane, 5239
12 ani, Total, Total, Maramures, Anul 2023, Numar persoane, 5054
12 ani, Total, Total, Satu Mare, Anul 2021, Numar persoane, 4221
12 ani, Total, Total, Satu Mare, Anul 2022, Numar persoane, 4121
12 ani, Total, Total, Satu Mare, Anul 2023, Numar persoane, 3955
12 ani, Total, Total, Salaj, Anul 2021, Numar persoane, 2466
12 ani, Total, Total, Salaj, Anul 2022, Numar persoane, 2449
12 ani, Total, Total, Salaj, Anul 2023, Numar persoane, 2403
12 ani, Total, Total, Alba, Anul 2021, Numar persoane, 3490
12 ani, Total, Total, Alba, Anul 2022, Numar persoane, 3497
12 ani, Total, Total, Alba, Anul 2023, Numar persoane, 3374
12 ani, Total, Total, Brasov, Anul 2021, Numar persoane, 6515
12 ani, Total, Total, Brasov, Anul 2022, Numar persoane, 6710
12 ani, Total, Total, Brasov, Anul 2023, Numar persoane, 6517
12 ani, Total, Total, Covasna, Anul 2021, Numar persoane, 2433
12 ani, Total, Total, Covasna, Anul 2022, Numar persoane, 2407
12 ani, Total, Total, Covasna, Anul 2023, Numar persoane, 2334
12 ani, Total, Total, Harghita, Anul 2021, Numar persoane, 3581
12 ani, Total, Total, Harghita, Anul 2022, Numar persoane, 3487
12 ani, Total, Total, Harghita, Anul 2023, Numar persoane, 3366
12 ani, Total, Total, Mures, Anul 2021, Numar persoane, 6280
12 ani, Total, Total, Mures, Anul 2022, Numar persoane, 6066
12 ani, Total, Total, Mures, Anul 2023, Numar persoane, 5875
12 ani, Total, Total, Sibiu, Anul 2021, Numar persoane, 4753
12 ani, Total, Total, Sibiu, Anul 2022, Numar persoane, 4686
12 ani, Total, Total, Sibiu, Anul 2023, Numar persoane, 4499
12 ani, Total, Total, Bacau, Anul 2021, Numar persoane, 7476
12 ani, Total, Total, Bacau, Anul 2022, Numar persoane, 7737
12 ani, Total, Total, Bacau, Anul 2023, Numar persoane, 7493
12 ani, Total, Total, Botosani, Anul 2021, Numar persoane, 5032
12 ani, Total, Total, Botosani, Anul 2022, Numar persoane, 4900
12 ani, Total, Total, Botosani, Anul 2023, Numar persoane, 4508
12 ani, Total, Total, Iasi, Anul 2021, Numar persoane, 10514
12 ani, Total, Total, Iasi, Anul 2022, Numar persoane, 10918
12 ani, Total, Total, Iasi, Anul 2023, Numar persoane, 10517
12 ani, Total, Total, Neamt, Anul 2021, Numar persoane, 5388
12 ani, Total, Total, Neamt, Anul 2022, Numar persoane, 5585
12 ani, Total, Total, Neamt, Anul 2023, Numar persoane, 5292
12 ani, Total, Total, Suceava, Anul 2021, Numar persoane, 8413
12 ani, Total, Total, Suceava, Anul 2022, Numar persoane, 8720
12 ani, Total, Total, Suceava, Anul 2023, Numar persoane, 8586
12 ani, Total, Total, Vaslui, Anul 2021, Numar persoane, 5284
12 ani, Total, Total, Vaslui, Anul 2022, Numar persoane, 5276
12 ani, Total, Total, Vaslui, Anul 2023, Numar persoane, 4888
12 ani, Total, Total, Braila, Anul 2021, Numar persoane, 3014
12 ani, Total, Total, Braila, Anul 2022, Numar persoane, 2948
12 ani, Total, Total, Braila, Anul 2023, Numar persoane, 2759
12 ani, Total, Total, Buzau, Anul 2021, Numar persoane, 4670
12 ani, Total, Total, Buzau, Anul 2022, Numar persoane, 4562
12 ani, Total, Total, Buzau, Anul 2023, Numar persoane, 4311
12 ani, Total, Total, Constanta, Anul 2021, Numar persoane, 8093
12 ani, Total, Total, Constanta, Anul 2022, Numar persoane, 8195
12 ani, Total, Total, Constanta, Anul 2023, Numar persoane, 7774
12 ani, Total, Total, Galati, Anul 2021, Numar persoane, 5825
12 ani, Total, Total, Galati, Anul 2022, Numar persoane, 5947
12 ani, Total, Total, Galati, Anul 2023, Numar persoane, 5482
12 ani, Total, Total, Tulcea, Anul 2021, Numar persoane, 2241
12 ani, Total, Total, Tulcea, Anul 2022, Numar persoane, 2177
12 ani, Total, Total, Tulcea, Anul 2023, Numar persoane, 2124
12 ani, Total, Total, Vrancea, Anul 2021, Numar persoane, 4042
12 ani, Total, Total, Vrancea, Anul 2022, Numar persoane, 4099
12 ani, Total, Total, Vrancea, Anul 2023, Numar persoane, 3946
12 ani, Total, Total, Arges, Anul 2021, Numar persoane, 5916
12 ani, Total, Total, Arges, Anul 2022, Numar persoane, 6129
12 ani, Total, Total, Arges, Anul 2023, Numar persoane, 5892
12 ani, Total, Total, Calarasi, Anul 2021, Numar persoane, 3634
12 ani, Total, Total, Calarasi, Anul 2022, Numar persoane, 3550
12 ani, Total, Total, Calarasi, Anul 2023, Numar persoane, 3281
12 ani, Total, Total, Dambovita, Anul 2021, Numar persoane, 5521
12 ani, Total, Total, Dambovita, Anul 2022, Numar persoane, 5616
12 ani, Total, Total, Dambovita, Anul 2023, Numar persoane, 5320
12 ani, Total, Total, Giurgiu, Anul 2021, Numar persoane, 2994
12 ani, Total, Total, Giurgiu, Anul 2022, Numar persoane, 2977
12 ani, Total, Total, Giurgiu, Anul 2023, Numar persoane, 2857
12 ani, Total, Total, Ialomita, Anul 2021, Numar persoane, 3348
12 ani, Total, Total, Ialomita, Anul 2022, Numar persoane, 3333
12 ani, Total, Total, Ialomita, Anul 2023, Numar persoane, 3197
12 ani, Total, Total, Prahova, Anul 2021, Numar persoane, 7642
12 ani, Total, Total, Prahova, Anul 2022, Numar persoane, 7652
12 ani, Total, Total, Prahova, Anul 2023, Numar persoane, 7102
12 ani, Total, Total, Teleorman, Anul 2021, Numar persoane, 3338
12 ani, Total, Total, Teleorman, Anul 2022, Numar persoane, 3323
12 ani, Total, Total, Teleorman, Anul 2023, Numar persoane, 3097
12 ani, Total, Total, Ilfov, Anul 2021, Numar persoane, 6736
12 ani, Total, Total, Ilfov, Anul 2022, Numar persoane, 7140
12 ani, Total, Total, Ilfov, Anul 2023, Numar persoane, 6954
12 ani, Total, Total, Municipiul Bucuresti, Anul 2021, Numar persoane, 17931
12 ani, Total, Total, Municipiul Bucuresti, Anul 2022, Numar persoane, 18977
12 ani, Total, Total, Municipiul Bucuresti, Anul 2023, Numar persoane, 18210
12 ani, Total, Total, Dolj, Anul 2021, Numar persoane, 6366
12 ani, Total, Total, Dolj, Anul 2022, Numar persoane, 6501
12 ani, Total, Total, Dolj, Anul 2023, Numar persoane, 6458
12 ani, Total, Total, Gorj, Anul 2021, Numar persoane, 3185
12 ani, Total, Total, Gorj, Anul 2022, Numar persoane, 3190
12 ani, Total, Total, Gorj, Anul 2023, Numar persoane, 3033
12 ani, Total, Total, Mehedinti, Anul 2021, Numar persoane, 2504
12 ani, Total, Total, Mehedinti, Anul 2022, Numar persoane, 2528
12 ani, Total, Total, Mehedinti, Anul 2023, Numar persoane, 2433
12 ani, Total, Total, Olt, Anul 2021, Numar persoane, 3899
12 ani, Total, Total, Olt, Anul 2022, Numar persoane, 3861
12 ani, Total, Total, Olt, Anul 2023, Numar persoane, 3612
12 ani, Total, Total, Valcea, Anul 2021, Numar persoane, 3438
12 ani, Total, Total, Valcea, Anul 2022, Numar persoane, 3540
12 ani, Total, Total, Valcea, Anul 2023, Numar persoane, 3397
12 ani, Total, Total, Arad, Anul 2021, Numar persoane, 4639
12 ani, Total, Total, Arad, Anul 2022, Numar persoane, 4623
12 ani, Total, Total, Arad, Anul 2023, Numar persoane, 4478
12 ani, Total, Total, Caras-Severin, Anul 2021, Numar persoane, 2706
12 ani, Total, Total, Caras-Severin, Anul 2022, Numar persoane, 2575
12 ani, Total, Total, Caras-Severin, Anul 2023, Numar persoane, 2430
12 ani, Total, Total, Hunedoara, Anul 2021, Numar persoane, 3810
12 ani, Total, Total, Hunedoara, Anul 2022, Numar persoane, 3659
12 ani, Total, Total, Hunedoara, Anul 2023, Numar persoane, 3379
12 ani, Total, Total, Timis, Anul 2021, Numar persoane, 7148
12 ani, Total, Total, Timis, Anul 2022, Numar persoane, 7099
12 ani, Total, Total, Timis, Anul 2023, Numar persoane, 6966
12 ani, Total, Urban, Bihor, Anul 2021, Numar persoane, 2813
12 ani, Total, Urban, Bihor, Anul 2022, Numar persoane, 2856
12 ani, Total, Urban, Bihor, Anul 2023, Numar persoane, 2686
12 ani, Total, Urban, Bistrita-Nasaud, Anul 2021, Numar persoane, 1367
12 ani, Total, Urban, Bistrita-Nasaud, Anul 2022, Numar persoane, 1412
12 ani, Total, Urban, Bistrita-Nasaud, Anul 2023, Numar persoane, 1355
12 ani, Total, Urban, Cluj, Anul 2021, Numar persoane, 3932
12 ani, Total, Urban, Cluj, Anul 2022, Numar persoane, 4123
12 ani, Total, Urban, Cluj, Anul 2023, Numar persoane, 4068
12 ani, Total, Urban, Maramures, Anul 2021, Numar persoane, 3013
12 ani, Total, Urban, Maramures, Anul 2022, Numar persoane, 2962
12 ani, Total, Urban, Maramures, Anul 2023, Numar persoane, 2868
12 ani, Total, Urban, Satu Mare, Anul 2021, Numar persoane, 1678
12 ani, Total, Urban, Satu Mare, Anul 2022, Numar persoane, 1600
12 ani, Total, Urban, Satu Mare, Anul 2023, Numar persoane, 1519
12 ani, Total, Urban, Salaj, Anul 2021, Numar persoane, 978
12 ani, Total, Urban, Salaj, Anul 2022, Numar persoane, 997
12 ani, Total, Urban, Salaj, Anul 2023, Numar persoane, 970
12 ani, Total, Urban, Alba, Anul 2021, Numar persoane, 2088
12 ani, Total, Urban, Alba, Anul 2022, Numar persoane, 2107
12 ani, Total, Urban, Alba, Anul 2023, Numar persoane, 1994
12 ani, Total, Urban, Brasov, Anul 2021, Numar persoane, 4109
12 ani, Total, Urban, Brasov, Anul 2022, Numar persoane, 4219
12 ani, Total, Urban, Brasov, Anul 2023, Numar persoane, 4040
12 ani, Total, Urban, Covasna, Anul 2021, Numar persoane, 1079
12 ani, Total, Urban, Covasna, Anul 2022, Numar persoane, 1030
12 ani, Total, Urban, Covasna, Anul 2023, Numar persoane, 925
12 ani, Total, Urban, Harghita, Anul 2021, Numar persoane, 1375
12 ani, Total, Urban, Harghita, Anul 2022, Numar persoane, 1369
12 ani, Total, Urban, Harghita, Anul 2023, Numar persoane, 1267
12 ani, Total, Urban, Mures, Anul 2021, Numar persoane, 2692
12 ani, Total, Urban, Mures, Anul 2022, Numar persoane, 2563
12 ani, Total, Urban, Mures, Anul 2023, Numar persoane, 2423
12 ani, Total, Urban, Sibiu, Anul 2021, Numar persoane, 2734
12 ani, Total, Urban, Sibiu, Anul 2022, Numar persoane, 2695
12 ani, Total, Urban, Sibiu, Anul 2023, Numar persoane, 2588
12 ani, Total, Urban, Bacau, Anul 2021, Numar persoane, 3063
12 ani, Total, Urban, Bacau, Anul 2022, Numar persoane, 3207
12 ani, Total, Urban, Bacau, Anul 2023, Numar persoane, 3031
12 ani, Total, Urban, Botosani, Anul 2021, Numar persoane, 1847
12 ani, Total, Urban, Botosani, Anul 2022, Numar persoane, 1751
12 ani, Total, Urban, Botosani, Anul 2023, Numar persoane, 1590
12 ani, Total, Urban, Iasi, Anul 2021, Numar persoane, 4139
12 ani, Total, Urban, Iasi, Anul 2022, Numar persoane, 4595
12 ani, Total, Urban, Iasi, Anul 2023, Numar persoane, 4433
12 ani, Total, Urban, Neamt, Anul 2021, Numar persoane, 1857
12 ani, Total, Urban, Neamt, Anul 2022, Numar persoane, 1957
12 ani, Total, Urban, Neamt, Anul 2023, Numar persoane, 1796
12 ani, Total, Urban, Suceava, Anul 2021, Numar persoane, 3181
12 ani, Total, Urban, Suceava, Anul 2022, Numar persoane, 3242
12 ani, Total, Urban, Suceava, Anul 2023, Numar persoane, 3144
12 ani, Total, Urban, Vaslui, Anul 2021, Numar persoane, 2181
12 ani, Total, Urban, Vaslui, Anul 2022, Numar persoane, 2315
12 ani, Total, Urban, Vaslui, Anul 2023, Numar persoane, 2135
12 ani, Total, Urban, Braila, Anul 2021, Numar persoane, 1739
12 ani, Total, Urban, Braila, Anul 2022, Numar persoane, 1704
12 ani, Total, Urban, Braila, Anul 2023, Numar persoane, 1588
12 ani, Total, Urban, Buzau, Anul 2021, Numar persoane, 1785
12 ani, Total, Urban, Buzau, Anul 2022, Numar persoane, 1738
12 ani, Total, Urban, Buzau, Anul 2023, Numar persoane, 1637
12 ani, Total, Urban, Constanta, Anul 2021, Numar persoane, 4911
12 ani, Total, Urban, Constanta, Anul 2022, Numar persoane, 5088
12 ani, Total, Urban, Constanta, Anul 2023, Numar persoane, 4820
12 ani, Total, Urban, Galati, Anul 2021, Numar persoane, 2867
12 ani, Total, Urban, Galati, Anul 2022, Numar persoane, 2967
12 ani, Total, Urban, Galati, Anul 2023, Numar persoane, 2743
12 ani, Total, Urban, Tulcea, Anul 2021, Numar persoane, 1035
12 ani, Total, Urban, Tulcea, Anul 2022, Numar persoane, 1030
12 ani, Total, Urban, Tulcea, Anul 2023, Numar persoane, 971
12 ani, Total, Urban, Vrancea, Anul 2021, Numar persoane, 1357
12 ani, Total, Urban, Vrancea, Anul 2022, Numar persoane, 1330
12 ani, Total, Urban, Vrancea, Anul 2023, Numar persoane, 1294
12 ani, Total, Urban, Arges, Anul 2021, Numar persoane, 2661
12 ani, Total, Urban, Arges, Anul 2022, Numar persoane, 2795
12 ani, Total, Urban, Arges, Anul 2023, Numar persoane, 2652
12 ani, Total, Urban, Calarasi, Anul 2021, Numar persoane, 1310
12 ani, Total, Urban, Calarasi, Anul 2022, Numar persoane, 1303
12 ani, Total, Urban, Calarasi, Anul 2023, Numar persoane, 1175
12 ani, Total, Urban, Dambovita, Anul 2021, Numar persoane, 1474
12 ani, Total, Urban, Dambovita, Anul 2022, Numar persoane, 1498
12 ani, Total, Urban, Dambovita, Anul 2023, Numar persoane, 1400
12 ani, Total, Urban, Giurgiu, Anul 2021, Numar persoane, 835
12 ani, Total, Urban, Giurgiu, Anul 2022, Numar persoane, 835
12 ani, Total, Urban, Giurgiu, Anul 2023, Numar persoane, 821
12 ani, Total, Urban, Ialomita, Anul 2021, Numar persoane, 1513
12 ani, Total, Urban, Ialomita, Anul 2022, Numar persoane, 1515
12 ani, Total, Urban, Ialomita, Anul 2023, Numar persoane, 1475
12 ani, Total, Urban, Prahova, Anul 2021, Numar persoane, 3494
12 ani, Total, Urban, Prahova, Anul 2022, Numar persoane, 3481
12 ani, Total, Urban, Prahova, Anul 2023, Numar persoane, 3218
12 ani, Total, Urban, Teleorman, Anul 2021, Numar persoane, 1178
12 ani, Total, Urban, Teleorman, Anul 2022, Numar persoane, 1161
12 ani, Total, Urban, Teleorman, Anul 2023, Numar persoane, 1088
12 ani, Total, Urban, Ilfov, Anul 2021, Numar persoane, 3089
12 ani, Total, Urban, Ilfov, Anul 2022, Numar persoane, 3299
12 ani, Total, Urban, Ilfov, Anul 2023, Numar persoane, 3179
12 ani, Total, Urban, Municipiul Bucuresti, Anul 2021, Numar persoane, 17931
12 ani, Total, Urban, Municipiul Bucuresti, Anul 2022, Numar persoane, 18977
12 ani, Total, Urban, Municipiul Bucuresti, Anul 2023, Numar persoane, 18210
12 ani, Total, Urban, Dolj, Anul 2021, Numar persoane, 3260
12 ani, Total, Urban, Dolj, Anul 2022, Numar persoane, 3348
12 ani, Total, Urban, Dolj, Anul 2023, Numar persoane, 3291
12 ani, Total, Urban, Gorj, Anul 2021, Numar persoane, 1465
12 ani, Total, Urban, Gorj, Anul 2022, Numar persoane, 1489
12 ani, Total, Urban, Gorj, Anul 2023, Numar persoane, 1459
12 ani, Total, Urban, Mehedinti, Anul 2021, Numar persoane, 1112
12 ani, Total, Urban, Mehedinti, Anul 2022, Numar persoane, 1124
12 ani, Total, Urban, Mehedinti, Anul 2023, Numar persoane, 1083
12 ani, Total, Urban, Olt, Anul 2021, Numar persoane, 1746
12 ani, Total, Urban, Olt, Anul 2022, Numar persoane, 1746
12 ani, Total, Urban, Olt, Anul 2023, Numar persoane, 1655
12 ani, Total, Urban, Valcea, Anul 2021, Numar persoane, 1670
12 ani, Total, Urban, Valcea, Anul 2022, Numar persoane, 1741
12 ani, Total, Urban, Valcea, Anul 2023, Numar persoane, 1667
